array,artifact,bytes_uncompressed,description,dtype,elements,maximum,minimum,nonfinite_count,shape
left,bases/block_00_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.5694891214370728,-0.7319705486297607,0,2560x64
left,bases/block_25_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14187303185462952,-0.16314052045345306,0,2560x64
singular_values,bases/block_25_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,15.93438720703125,4.351197242736816,0,64
right,bases/block_25_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1331949532032013,-0.16688844561576843,0,2560x64
left,bases/block_25_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.31195318698883057,-0.3217945098876953,0,2560x64
singular_values,bases/block_25_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,7.933487892150879,5.06894063949585,0,64
right,bases/block_25_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.21286258101463318,-0.208856999874115,0,2560x64
left,bases/block_25_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.17945846915245056,-0.18437564373016357,0,2560x64
singular_values,bases/block_25_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,19.03561782836914,3.9765872955322266,0,64
right,bases/block_25_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.21539582312107086,-0.29372599720954895,0,2560x64
left,bases/block_25_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.09614160656929016,-0.10290161520242691,0,2560x64
singular_values,bases/block_25_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,7.242962837219238,4.795055866241455,0,64
right,bases/block_25_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.10923145711421967,-0.09820031374692917,0,2560x64
left,bases/block_25_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.1299314945936203,-0.2056059092283249,0,6912x64
singular_values,bases/block_25_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,16.768264770507812,4.7570719718933105,0,64
right,bases/block_25_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.10617837309837341,-0.12825511395931244,0,2560x64
left,bases/block_26_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.18505045771598816,-0.21527116000652313,0,2560x64
singular_values,bases/block_26_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,16.01857566833496,4.252435684204102,0,64
right,bases/block_26_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.08163220435380936,-0.07999866455793381,0,6912x64
left,bases/block_26_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.09205671399831772,-0.14576204121112823,0,6912x64
singular_values,bases/block_26_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,91.86467742919922,4.778319835662842,0,64
right,bases/block_26_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14104002714157104,-0.17353349924087524,0,2560x64
left,bases/block_26_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.13702555000782013,-0.14403414726257324,0,2560x64
singular_values,bases/block_26_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,15.469615936279297,4.031672954559326,0,64
right,bases/block_26_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1159331426024437,-0.21393749117851257,0,2560x64
left,bases/block_26_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.23335151374340057,-0.1899777501821518,0,2560x64
singular_values,bases/block_26_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,8.617121696472168,5.261580467224121,0,64
right,bases/block_26_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.16498573124408722,-0.16499078273773193,0,2560x64
left,bases/block_26_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.19129620492458344,-0.1516941338777542,0,2560x64
singular_values,bases/block_26_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,21.956565856933594,3.668328285217285,0,64
right,bases/block_26_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.4680532217025757,-0.21668697893619537,0,2560x64
left,bases/block_26_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.13012580573558807,-0.1468457579612732,0,2560x64
singular_values,bases/block_26_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,6.7375969886779785,4.4898858070373535,0,64
right,bases/block_26_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.10872531682252884,-0.1090063825249672,0,2560x64
left,bases/block_26_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.08406759053468704,-0.11125321686267853,0,6912x64
singular_values,bases/block_26_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,17.466398239135742,4.947784900665283,0,64
right,bases/block_26_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.12933862209320068,-0.17476266622543335,0,2560x64
left,bases/block_27_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1458633542060852,-0.20548303425312042,0,2560x64
singular_values,bases/block_27_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,16.773921966552734,4.493075847625732,0,64
right,bases/block_27_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.07067574560642242,-0.08103353530168533,0,6912x64
left,bases/block_27_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.11751898378133774,-0.09347812831401825,0,6912x64
singular_values,bases/block_27_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,91.33805084228516,5.016002178192139,0,64
right,bases/block_27_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.16225184500217438,-0.14796997606754303,0,2560x64
left,bases/block_27_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14430521428585052,-0.13533923029899597,0,2560x64
singular_values,bases/block_27_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,14.920345306396484,4.128971099853516,0,64
right,bases/block_27_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.10369714349508286,-0.2141861617565155,0,2560x64
left,bases/block_27_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.23809847235679626,-0.34438684582710266,0,2560x64
singular_values,bases/block_27_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,9.333091735839844,5.052718162536621,0,64
right,bases/block_27_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1740521639585495,-0.1715155988931656,0,2560x64
left,bases/block_27_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14791305363178253,-0.15794885158538818,0,2560x64
singular_values,bases/block_27_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,19.212812423706055,3.80375075340271,0,64
right,bases/block_27_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.33208122849464417,-0.21038925647735596,0,2560x64
left,bases/block_27_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1496293991804123,-0.14440402388572693,0,2560x64
singular_values,bases/block_27_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,7.199747562408447,4.403055191040039,0,64
right,bases/block_27_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.10978621989488602,-0.16461767256259918,0,2560x64
left,bases/block_27_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.08173384517431259,-0.08847078680992126,0,6912x64
singular_values,bases/block_27_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,19.71342658996582,5.227890968322754,0,64
right,bases/block_27_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.09942439943552017,-0.10138000547885895,0,2560x64
left,bases/block_28_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.21120981872081757,-0.20772983133792877,0,2560x64
singular_values,bases/block_28_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,18.072750091552734,4.587284088134766,0,64
right,bases/block_28_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.07297815382480621,-0.07639936357736588,0,6912x64
left,bases/block_28_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.08102376013994217,-0.12538185715675354,0,6912x64
singular_values,bases/block_28_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,83.11616516113281,5.217311382293701,0,64
right,bases/block_28_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.15015868842601776,-0.27317067980766296,0,2560x64
left,bases/block_28_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.12466640770435333,-0.1183653324842453,0,2560x64
singular_values,bases/block_28_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,17.500394821166992,4.1608757972717285,0,64
right,bases/block_28_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.17654448747634888,-0.1887078881263733,0,2560x64
left,bases/block_28_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.2340039610862732,-0.42789140343666077,0,2560x64
singular_values,bases/block_28_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,9.893213272094727,5.087446689605713,0,64
right,bases/block_28_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1943219006061554,-0.1902918517589569,0,2560x64
left,bases/block_28_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.13684093952178955,-0.14455337822437286,0,2560x64
singular_values,bases/block_28_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,20.322288513183594,3.924243450164795,0,64
right,bases/block_28_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.2974269688129425,-0.28826606273651123,0,2560x64
left,bases/block_28_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14711518585681915,-0.14944130182266235,0,2560x64
singular_values,bases/block_28_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,7.55940055847168,4.579245567321777,0,64
right,bases/block_28_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.21115851402282715,-0.10020120441913605,0,2560x64
left,bases/block_28_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.07720869779586792,-0.0850244089961052,0,6912x64
singular_values,bases/block_28_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,19.40656280517578,5.401910305023193,0,64
right,bases/block_28_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.09255901724100113,-0.10106082260608673,0,2560x64
left,bases/block_29_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.19972233474254608,-0.15443070232868195,0,2560x64
singular_values,bases/block_29_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,17.069812774658203,4.403282165527344,0,64
right,bases/block_29_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.07783645391464233,-0.07919822633266449,0,6912x64
left,bases/block_29_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.10367003083229065,-0.1096295490860939,0,6912x64
singular_values,bases/block_29_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,85.460693359375,4.831516265869141,0,64
right,bases/block_29_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14401912689208984,-0.1172555685043335,0,2560x64
left,bases/block_29_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1683247834444046,-0.14948570728302002,0,2560x64
singular_values,bases/block_29_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,15.562244415283203,4.0616230964660645,0,64
right,bases/block_29_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.2036338895559311,-0.14861290156841278,0,2560x64
left,bases/block_29_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.4291812777519226,-0.17953675985336304,0,2560x64
singular_values,bases/block_29_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,11.331962585449219,5.153757572174072,0,64
right,bases/block_29_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.15709127485752106,-0.16148830950260162,0,2560x64
left,bases/block_29_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.12351379543542862,-0.13454245030879974,0,2560x64
singular_values,bases/block_29_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,17.577287673950195,3.8450655937194824,0,64
right,bases/block_29_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.29916200041770935,-0.28865110874176025,0,2560x64
left,bases/block_29_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14177215099334717,-0.1415082961320877,0,2560x64
singular_values,bases/block_29_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,8.342711448669434,4.226144790649414,0,64
right,bases/block_29_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.11628103256225586,-0.2131764143705368,0,2560x64
left,bases/block_29_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.09331577271223068,-0.08113472908735275,0,6912x64
singular_values,bases/block_29_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,19.109472274780273,5.1404643058776855,0,64
right,bases/block_29_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.10593631863594055,-0.11094141006469727,0,2560x64
left,bases/block_30_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1801512986421585,-0.17489737272262573,0,2560x64
singular_values,bases/block_30_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,16.59368133544922,4.263719081878662,0,64
right,bases/block_30_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.09688642621040344,-0.08312623202800751,0,6912x64
left,bases/block_30_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.07864132523536682,-0.09167204052209854,0,6912x64
singular_values,bases/block_30_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,84.76476287841797,4.651690483093262,0,64
right,bases/block_30_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.19075919687747955,-0.15873561799526215,0,2560x64
left,bases/block_30_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14754649996757507,-0.14469021558761597,0,2560x64
singular_values,bases/block_30_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,18.470136642456055,4.261695384979248,0,64
right,bases/block_30_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.23654679954051971,-0.1402316391468048,0,2560x64
left,bases/block_30_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.20627886056900024,-0.2615709900856018,0,2560x64
singular_values,bases/block_30_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,9.484556198120117,5.087774276733398,0,64
right,bases/block_30_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.154054656624794,-0.18003937602043152,0,2560x64
left,bases/block_30_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.13510967791080475,-0.12310098111629486,0,2560x64
singular_values,bases/block_30_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,16.588886260986328,3.997227191925049,0,64
right,bases/block_30_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.2825677692890167,-0.25218895077705383,0,2560x64
left,bases/block_30_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.15026818215847015,-0.15081404149532318,0,2560x64
singular_values,bases/block_30_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,7.721494197845459,4.438701152801514,0,64
right,bases/block_30_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.16890153288841248,-0.10986416786909103,0,2560x64
left,bases/block_30_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.09519339352846146,-0.09532293677330017,0,6912x64
singular_values,bases/block_30_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,19.833295822143555,4.932990550994873,0,64
right,bases/block_30_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.11015356332063675,-0.16857950389385223,0,2560x64
left,bases/block_31_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.16951687633991241,-0.1687837839126587,0,2560x64
singular_values,bases/block_31_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,16.062532424926758,4.213219165802002,0,64
right,bases/block_31_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.08392985165119171,-0.08017982542514801,0,6912x64
left,bases/block_31_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.08676857501268387,-0.0961320772767067,0,6912x64
singular_values,bases/block_31_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,83.67903137207031,4.569027423858643,0,64
right,bases/block_31_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.18755078315734863,-0.19472642242908478,0,2560x64
left,bases/block_31_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.13532456755638123,-0.1378723531961441,0,2560x64
singular_values,bases/block_31_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,20.172996520996094,4.0200629234313965,0,64
right,bases/block_31_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.15029925107955933,-0.21131928265094757,0,2560x64
left,bases/block_31_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.13359332084655762,-0.34685927629470825,0,2560x64
singular_values,bases/block_31_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,9.295028686523438,5.086999893188477,0,64
right,bases/block_31_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.22216562926769257,-0.2227000892162323,0,2560x64
left,bases/block_31_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.12677393853664398,-0.13233251869678497,0,2560x64
singular_values,bases/block_31_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,16.389280319213867,3.86092209815979,0,64
right,bases/block_31_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.2562938332557678,-0.29808294773101807,0,2560x64
left,bases/block_31_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.13302715122699738,-0.13713963329792023,0,2560x64
singular_values,bases/block_31_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,7.375444412231445,4.349800109863281,0,64
right,bases/block_31_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.18863393366336823,-0.10225605219602585,0,2560x64
left,bases/block_31_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.09480489790439606,-0.09240863472223282,0,6912x64
singular_values,bases/block_31_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,17.67315673828125,4.85793924331665,0,64
right,bases/block_31_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.09360972046852112,-0.14669391512870789,0,2560x64
left,bases/block_32_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.21092690527439117,-0.25025877356529236,0,2560x64
singular_values,bases/block_32_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,16.413043975830078,4.485892295837402,0,64
right,bases/block_32_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.08312609791755676,-0.08239752054214478,0,6912x64
left,bases/block_32_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.06845853477716446,-0.11767503619194031,0,6912x64
singular_values,bases/block_32_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,83.11544036865234,4.822994709014893,0,64
right,bases/block_32_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.19238947331905365,-0.2240321785211563,0,2560x64
left,bases/block_32_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.18497997522354126,-0.18485286831855774,0,2560x64
singular_values,bases/block_32_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,15.41388988494873,3.773104190826416,0,64
right,bases/block_32_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14217232167720795,-0.2454526275396347,0,2560x64
left,bases/block_32_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.2062997817993164,-0.5177254676818848,0,2560x64
singular_values,bases/block_32_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,9.812406539916992,5.1689863204956055,0,64
right,bases/block_32_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1799595206975937,-0.18059708178043365,0,2560x64
left,bases/block_32_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14889709651470184,-0.14848214387893677,0,2560x64
singular_values,bases/block_32_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,16.709165573120117,3.606137990951538,0,64
right,bases/block_32_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.31514015793800354,-0.2582602798938751,0,2560x64
left,bases/block_32_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.11756686866283417,-0.1141316294670105,0,2560x64
singular_values,bases/block_32_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,6.777659893035889,4.155789852142334,0,64
right,bases/block_32_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.13542160391807556,-0.12000405043363571,0,2560x64
left,bases/block_32_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.08006023615598679,-0.08007815480232239,0,6912x64
singular_values,bases/block_32_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,19.46720314025879,5.164578914642334,0,64
right,bases/block_32_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14736925065517426,-0.10718448460102081,0,2560x64
left,bases/block_33_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.24588452279567719,-0.13942423462867737,0,2560x64
singular_values,bases/block_33_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,17.89629554748535,4.721044063568115,0,64
right,bases/block_33_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.0765003189444542,-0.07723897695541382,0,6912x64
left,bases/block_33_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.06785774976015091,-0.0685790404677391,0,6912x64
singular_values,bases/block_33_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,81.91751098632812,5.050366401672363,0,64
right,bases/block_33_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.15582509338855743,-0.23245231807231903,0,2560x64
left,bases/block_33_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.15766768157482147,-0.16053463518619537,0,2560x64
singular_values,bases/block_33_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,18.44248390197754,3.971482753753662,0,64
right,bases/block_33_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.23977932333946228,-0.1693335324525833,0,2560x64
left,bases/block_33_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.31984785199165344,-0.2257949709892273,0,2560x64
singular_values,bases/block_33_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,8.6303129196167,5.123306751251221,0,64
right,bases/block_33_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1799812614917755,-0.17438960075378418,0,2560x64
left,bases/block_33_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14795607328414917,-0.1534949094057083,0,2560x64
singular_values,bases/block_33_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,15.84428882598877,3.827528238296509,0,64
right,bases/block_33_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.19662079215049744,-0.3201472759246826,0,2560x64
left,bases/block_33_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.12831982970237732,-0.14360511302947998,0,2560x64
singular_values,bases/block_33_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,6.878690242767334,4.422268867492676,0,64
right,bases/block_33_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.12496573477983475,-0.12109275907278061,0,2560x64
left,bases/block_33_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.07967972755432129,-0.06835831701755524,0,6912x64
singular_values,bases/block_33_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,21.495206832885742,5.508065223693848,0,64
right,bases/block_33_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.11323785781860352,-0.10979357361793518,0,2560x64
left,bases/block_34_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.2657458782196045,-0.223058819770813,0,2560x64
singular_values,bases/block_34_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,18.35312843322754,4.747429847717285,0,64
